00000070,09.20,085.67,26.56,20,0,0,0,1
00000071,07.22,083.39,26.71,30,1,1,1,1
00000072,09.60,081.30,23.46,24,0,0,1,0
00000073,09.93,087.46,27.00,25,1,1,1,1
00000074,07.34,088.59,25.29,25,0,1,1,1
00000075,07.54,089.72,28.99,29,1,1,0,1
00000076,08.20,086.74,26.62,30,1,1,1,1
00000077,08.27,088.62,21.98,27,1,0,1,0
00000078,08.67,084.95,22.25,29,1,1,1,1
00000079,07.74,084.97,22.34,25,0,0,1,1
00000080,07.11,086.89,24.25,20,0,1,0,0
00000081,08.60,089.17,28.08,29,0,1,1,0
00000082,09.43,085.32,20.95,30,1,0,1,1
00000083,09.27,082.65,22.71,29,1,1,0,0
00000084,08.76,086.53,29.47,21,1,1,0,1
00000085,08.61,085.87,24.57,20,1,1,0,1
00000086,07.20,080.78,20.84,25,1,1,1,0
00000087,07.83,087.56,28.82,28,0,0,0,1
00000088,09.33,085.91,20.30,25,0,1,1,0
00000089,07.66,082.99,27.22,26,0,1,1,0
00000090,08.23,080.89,28.05,22,1,0,1,1
00000091,08.96,083.03,20.53,20,0,0,1,1
00000092,09.65,083.99,20.25,25,0,1,0,0
00000093,08.53,084.25,28.14,21,0,0,0,1
00000094,08.39,081.31,29.12,23,0,1,0,1
00000095,09.77,082.64,23.19,20,1,1,1,0
00000096,08.08,086.42,28.47,21,1,1,1,0
00000097,08.51,081.94,28.37,24,0,0,0,0
00000098,09.58,086.92,20.20,24,0,1,0,0
00000099,08.31,089.75,26.99,29,0,0,1,1
00000100,09.06,088.02,28.18,30,1,1,0,1
00000101,08.56,081.44,29.72,20,0,0,1,1
00000102,08.88,083.59,25.13,24,1,1,1,1
00000103,09.36,085.94,26.47,25,1,1,0,1
00000104,09.63,087.46,21.91,28,0,0,0,0
00000105,08.64,085.59,20.43,30,0,0,0,1
00000106,09.28,089.62,25.33,27,0,1,0,0
00000107,09.87,081.58,21.89,26,0,0,0,0
00000108,08.38,082.99,25.33,21,1,1,0,0
00000109,09.57,086.71,24.60,21,1,0,0,0
00000110,07.23,089.94,23.24,30,0,0,1,1
00000111,08.01,087.08,29.92,29,1,0,1,0
00000112,08.76,082.58,21.26,26,0,0,1,1
00000113,09.79,083.79,29.99,30,0,1,0,1
00000114,09.86,089.23,27.05,28,1,1,0,0
00000115,09.01,088.27,22.51,21,1,1,0,0
00000116,07.48,082.24,29.30,20,1,0,1,1
00000117,08.30,083.09,28.66,20,0,1,0,1
00000118,09.24,082.06,22.86,23,1,0,1,1
00000119,09.79,085.63,28.04,30,0,0,0,1
00000120,09.20,088.37,20.01,26,0,1,1,1
00000121,09.27,087.62,24.60,28,1,0,0,1
00000122,09.72,084.05,23.04,25,0,1,0,0
00000123,08.97,082.51,21.11,22,1,1,0,0
00000124,07.21,087.41,25.45,25,0,0,0,0
00000125,09.85,089.72,27.93,28,0,0,1,1
00000126,07.67,084.62,21.73,24,1,1,0,0
00000127,09.14,089.99,21.30,29,1,1,1,0
00000128,09.87,089.93,24.57,28,1,0,0,1
00000129,07.87,089.80,20.30,28,0,1,1,1
00000130,08.73,086.76,29.35,25,1,0,1,0
00000131,08.82,082.30,21.56,30,0,1,1,0
00000132,08.95,086.41,29.26,24,0,1,0,0
00000133,08.80,085.71,23.75,23,1,1,1,1
00000134,10.00,085.50,24.64,25,0,0,1,0
00000135,08.90,082.13,26.92,23,0,1,1,0
00000136,07.74,088.77,26.61,23,1,1,0,1
00000137,09.08,089.06,24.23,30,1,1,1,1
00000138,08.10,087.63,21.04,24,0,0,0,0
00000139,09.69,088.26,28.70,29,0,1,1,1
00000140,09.69,081.38,23.34,28,1,1,0,1
00000141,09.06,080.28,23.46,23,1,0,0,0
00000142,07.53,081.22,24.62,23,1,0,0,0
00000143,07.74,089.67,29.99,23,0,1,1,0
00000144,07.54,082.57,20.34,20,1,0,0,0
00000145,07.45,089.54,29.57,23,0,1,1,1
00000146,09.30,084.97,22.63,28,1,1,0,0
00000147,07.40,082.11,23.68,29,0,1,1,1
00000148,09.17,083.70,29.28,27,0,1,1,0
00000149,07.90,080.46,20.41,28,1,0,0,0
00000150,09.35,085.79,21.04,29,1,0,1,0
00000151,09.36,089.65,25.41,27,0,0,0,0
00000152,09.77,083.45,21.27,23,0,1,1,0
00000153,08.59,082.52,29.39,28,1,1,0,1
00000154,07.08,089.87,29.50,22,1,1,1,0
00000155,08.90,088.56,27.60,26,1,0,0,1
00000156,08.51,089.14,27.34,20,0,1,0,0
00000157,08.46,086.53,27.57,23,1,0,1,0
00000158,07.30,085.23,28.17,24,1,1,0,0
00000159,08.90,081.35,21.54,26,1,1,0,0
00000160,08.87,086.64,27.88,21,1,0,1,0
00000161,07.77,086.40,22.49,27,1,1,0,1
00000162,07.40,080.00,27.92,26,1,1,0,1
00000163,07.32,089.15,21.77,20,1,1,0,0
00000164,07.68,086.56,29.22,22,1,0,0,0
00000165,09.47,082.41,24.87,28,1,1,0,0
00000166,07.72,084.26,20.67,24,1,1,0,1
00000167,07.19,083.04,20.92,22,1,0,1,1
00000168,09.47,084.65,24.29,22,1,1,1,1
00000169,09.20,085.02,20.10,27,0,1,1,0
00000170,08.38,088.30,25.87,30,1,1,1,0
00000171,09.30,085.71,24.13,25,0,1,0,0
00000172,09.57,087.66,20.18,25,0,0,0,0
00000173,08.94,089.11,21.17,24,0,0,0,0
00000174,07.84,082.73,25.66,24,0,0,1,1
00000175,07.66,080.48,28.91,23,0,0,1,0
00000176,09.56,080.74,27.38,23,0,0,0,1
00000177,07.72,089.09,21.39,23,0,0,0,0
00000178,08.64,084.73,24.81,27,1,1,1,1
00000179,08.39,081.42,23.59,29,0,1,0,1
00000180,07.87,085.11,25.37,28,1,1,0,1
00000181,09.38,080.83,26.41,21,1,0,1,0
00000182,09.66,081.25,23.27,27,1,0,0,0
00000183,09.45,084.94,26.85,21,0,0,1,1
00000184,09.52,085.32,27.86,25,1,0,0,1
00000185,09.07,081.83,23.23,20,0,0,0,1
00000186,08.06,087.46,28.05,20,0,0,0,0
00000187,08.98,087.71,27.54,22,0,0,0,1
00000188,08.84,088.49,29.99,27,0,0,0,1
00000189,09.14,088.45,23.01,26,1,1,1,1
00000190,08.80,089.43,23.50,21,1,0,1,0
00000191,09.76,081.80,29.38,22,0,1,1,1
00000192,07.46,080.92,25.85,27,1,0,0,0
00000193,08.93,084.28,22.60,20,1,1,1,1
00000194,07.44,086.65,22.53,22,0,0,0,1
00000195,07.59,082.38,28.92,28,0,0,0,1
00000196,08.74,083.18,24.14,24,0,0,1,1
00000197,08.96,085.12,29.39,28,1,1,1,1
00000198,09.05,089.81,26.67,24,1,0,1,0
00000199,08.97,088.10,29.42,25,0,1,0,1
